x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
HP-全市场,11.09,-8.00,-3.28,55.48,12.42,15,10,5.38,1.98,202,0.34,9.68,31.29,2.06,55.27
HP-中证500,10.15,-8.07,-4.01,46.13,11.24,12,9,6.51,1.52,258,0.42,8.17,26.92,1.56,53.60
HP-沪深300,5.85,-10.13,-7.13,34.43,7.12,11,10,7.34,0.81,498,0.47,4.88,20.90,0.80,50.64
MA12-全市场,16.92,-10.18,-4.37,65.36,18.99,14,13,6.76,2.35,180,0.43,17.07,34.14,2.50,55.77
MA12-中证500,14.61,-12.65,-8.33,56.05,16.75,14,12,7.74,1.80,293,0.50,15.06,34.02,1.89,53.47
MA12-沪深300,6.46,-18.89,-14.45,40.17,8.17,14,9,8.78,0.76,267,0.56,6.91,19.94,0.74,51.90
MA24-全市场,18.31,-10.40,-1.15,65.48,19.38,15,8,6.75,2.53,173,0.43,17.10,39.21,2.71,55.34
MA24-中证500,16.34,-10.33,-6.34,56.41,17.37,12,11,7.43,2.08,270,0.48,15.02,37.18,2.20,55.07
MA24-沪深300,7.98,-18.65,-12.94,42.52,9.35,14,12,8.43,0.95,410,0.54,6.39,25.64,0.95,51.57
MA36-全市场,16.00,-10.83,-0.13,58.39,16.43,13,10,6.21,2.42,173,0.40,14.34,31.94,2.57,55.05
MA36-中证500,14.40,-9.69,-6.18,57.07,15.29,12,9,7.02,1.95,330,0.45,14.62,35.96,2.05,54.76
MA36-沪深300,8.68,-17.76,-10.81,44.00,9.37,10,10,7.77,1.11,267,0.50,7.25,26.68,1.12,52.27
MA48-全市场,15.04,-10.72,-1.03,53.89,15.36,13,9,6.22,2.29,194,0.40,14.26,26.97,2.42,55.41
MA48-中证500,11.86,-9.21,-7.12,50.14,12.68,13,9,7.06,1.62,280,0.45,11.57,33.40,1.68,54.13
MA48-沪深300,7.57,-18.17,-11.64,29.76,7.95,12,18,7.79,0.98,275,0.50,8.62,19.35,0.97,51.49
MA60-全市场,13.73,-9.86,-0.29,44.23,14.33,16,9,6.17,2.12,134,0.39,14.33,22.78,2.23,54.77
MA60-中证500,9.75,-10.46,-8.35,50.15,10.45,17,9,6.84,1.39,180,0.44,7.79,30.46,1.42,53.30
MA60-沪深300,6.03,-26.23,-17.20,28.46,7.33,13,10,7.68,0.80,249,0.49,10.75,17.23,0.78,51.17
